id,Q1.4
d08e2b13-a709-42e0-bb16-d0c52f58ba4e,No
802beca6-af9b-4cd9-946e-f8e72e8660cf,Yes
9f87440c-bdbc-4338-a3df-512fe1fc5ae5,Yes
7c2985b4-d96e-442e-88a2-00811d796d16,Yes
5b30e244-4aa2-4ad3-b24a-2022c1415df6,Yes
151605d6-e5d5-4d18-b7fa-9e19cbcbf5f3,Yes
1d90a647-0871-4be6-87f7-61c862d68494,Yes
f35f6598-f230-4d0f-9c53-cb48a278f30a,Yes
cde09ec5-626d-474a-abba-529a593b7ade,Yes
6126afec-8625-4b4e-8ba5-d56bc771756b,No
a2947153-6e7e-41c4-9b08-2386870661f3,Yes
10ee10e9-f467-4a5a-8d39-c2105ab56ef4,Yes
72fad9da-6848-4622-a4da-b10982d7ed0b,Yes
19d1909f-6c14-42e6-917a-2b6d9fecc7ba,Yes
874d6550-16ab-4ea0-a139-b9bf606622e9,Yes
471a8cca-99c4-41eb-92d8-a077e3a90bee,Yes
445120e1-6bf1-4ddf-9177-2b36cfa7e3f9,Yes
60b38870-c6db-46b6-abe3-09635d4eabc7,Yes
7e5edaea-f2a5-46ce-8052-4a14f75b957f,No
50f01f08-8681-4e9f-a6b4-174587ffae2e,Yes
9efd33a6-9a84-4d23-8642-4c8d0a2a666c,Yes
ea76f493-6b73-4938-82ad-1b9ab24be152,Yes
09b44a84-4eab-491e-b254-73a1b88d1b6f,No
00c56f5e-e069-43b8-b8e8-1f14e4d188c5,Yes
7eb0acca-badf-4f30-bb1c-85308fa7f85f,Yes
34b92f4c-32db-454c-a369-ca2032443f6c,Yes
6dfb0d94-1760-4c87-a931-40e58d86ebb6,Yes
dca167f5-de01-44dc-a636-e38c6f27f9e5,Yes
d4271fe2-7141-4158-88ff-47c78609f774,Yes
32a59fa8-9011-4f43-9230-3ec92159029e,Yes
a0fd77d4-a1e6-4881-ad83-4a9c7a3bf32c,Yes
e69d9cc0-47ed-49e5-8136-4353468586b3,Yes
90405269-7a8c-4479-a45e-ee097692f8ac,Yes
8633735e-f183-4d8e-a1e7-9d49b1a2a7b4,Yes
a425710b-96e3-4840-87be-75deea62775d,Yes
b3ac66c1-ae15-47c4-91fa-741432bedb72,No
e445631e-cae3-4af9-8a4e-49a0141ea731,Yes
3a9f1038-4ce3-477a-a115-3afbc143ece6,Yes
0159845e-24c7-45ad-848c-a3fbe7b499d8,Yes
52f8853b-4602-416b-80b4-a856f7024724,Yes
ba2cea63-3765-4768-9143-6d3587b0ac9e,Yes
e7c8986b-52f2-4e06-9900-0e5cf12654da,No
0c834cb0-392a-4a5e-948f-237a2c8bef31,Yes
efe3c13b-bb99-4cef-9ea2-0bf394b7549c,Yes
b0e8474a-3d81-4e6e-b9a7-8dcf5e2bccd9,Yes
ecb2d74c-46dc-48fe-948e-a2090a2ffd2e,Yes
44ac5edd-4db4-45e6-ba35-5300bf509f5a,Yes
1249508d-5fb2-47c1-b931-d9f70070aebb,Yes
45fbdee5-8792-4b2d-b2f3-52d3a8f0a154,Yes
297afd6a-8027-441f-ad81-28b6a734d245,Yes
6449bb25-2d0e-41d2-8640-500fa13c6aa5,Yes
67498fda-cf09-4459-a681-efe8f5bf001a,No
6ede1205-d74f-4bb1-8c37-15fc5b4738ac,No
87671194-edf8-411a-9d28-3c49c4e1471c,No
f33aa36c-466d-4d2f-991c-f88591963de8,Yes
36b6adb6-b2b3-451b-bb03-4721baa3b1ed,No
50949429-a643-421e-a7ae-edb78fe8f0ab,Yes
52c04991-644d-4bdb-bfda-b640cfeeb13d,Yes
22df3f4a-7eb7-4fae-b0d6-ef6ca4fe408f,Yes
d5ec72f4-655d-47ab-93a9-3261a9d8d0d9,No
dd147345-bddf-4d36-81fc-d275192dbbac,Yes
f9c97907-d32c-4d29-88b4-757395ae3f98,No
1fcb4749-889c-4e72-bc82-9fac7cb6dd3d,Yes
8cd89f6a-aa0d-4df3-a7c6-15f3d2b5b1d4,Yes
8cc31f5a-dbb3-4107-8c4c-06cb7f284947,Yes
84c4cff4-f259-4ff3-9cd3-2e836bc405a8,Yes
cda9be7d-6d49-4681-9dbb-1aee0c254015,Yes
483d91cb-3d52-4da9-8478-a863b0abf60d,Yes
1d30b367-5483-402c-a747-f914b1a28034,Yes
d845efed-a52e-4a06-9a0d-c0530f7688f8,Yes
1a67cbd3-4924-485c-86db-ac1127de77fb,Yes
1fc95a44-0105-4aab-8a28-8e49ec610406,Yes
b59b7f92-329c-4002-a7bf-c2ebce4bde2f,Yes
f9251202-ca0d-498e-a03b-4450350f5508,Yes
97ed6bb2-3bb0-4727-91f8-6f09a536a655,Yes
76f82d9f-6993-4e67-9835-68cb6b0bb43d,No
4646b387-3a42-460a-bc7d-6ec7aaff8874,Yes
d5e9a6f5-499a-4648-b663-37fa8b1573d8,No
5f0efae3-1429-435e-a92f-756222416e78,Yes
67e8c429-9199-4a54-961d-0cbe62f62e1d,No
3d619611-2488-4a31-b48d-11fa954b64b9,Yes
fcc4a05d-d33b-4bdd-8af7-4077cfb2640a,No
b5f979d9-1e97-447a-9190-cb195f98083f,Yes
481b4c62-4531-438b-845c-8844d0fd48c3,Yes
d9858ad4-8aca-4de0-9a6a-449938e3eaf3,Yes
ad170310-dae8-4616-90fa-8817e32bb699,Yes
0f9cabe5-0f68-4f60-a7e6-13a5ebee963f,No
5822cef8-98a9-426b-9286-c63f9bdbd890,Yes
748e746f-5f40-45c4-bc63-3780ee886f3c,Yes
7b28b220-eaba-4254-be4e-409400dc77bd,No
63bc8574-66ef-4d3f-8272-c798fc17256d,Yes
a8739979-876f-4f17-be81-ed5757b7d9e1,Yes
966f95b9-fc3d-4950-bbc4-0ce1e07c6873,Yes
4ae8eb5e-637e-46d8-b468-ffee29e7ac77,Yes
564d249d-d88b-48d4-a3a6-1e31c8ad3f57,No
be7c2ae8-498c-4a86-a04a-a9149f60b175,Yes
1d134854-568a-4590-86b1-64912b3c3e4d,Yes
5717ce3e-69a2-4e5a-8e70-2f8230c217ad,Yes
89ab0d13-b200-474f-922f-e78cd70f7e40,Yes
6592aba7-42da-4b43-8249-99f57758c02e,Yes
0117714b-a979-4ea2-9296-642b67e12eee,Yes
3b09cd47-b33c-4b83-a07a-c296a878412f,Yes
384307de-ed33-426f-8131-76cc518ac9a8,Yes
159be2e0-51ad-4cc7-a80c-39c6dac7de9f,Yes
a064a8f1-e044-4cda-af58-e0570f26f157,Yes
d749e5ba-7228-4b94-8577-0a8da240ba73,Yes
f0fe9b95-3229-4107-927c-d616ceeb19e7,Yes
eab45a62-1d47-4216-a51d-e45ccbcc3810,Yes
9cd1a200-3d46-4bc2-bfa6-2462f4042803,Yes
f67f29e7-c812-478e-8e2a-f481d78029ee,No
54904eb1-e7d0-4182-a166-bcaafe2068c2,Yes
ab6bf492-cf58-45d2-bdcc-00a9314cec73,Yes
0c2a7047-28f8-4839-b02c-73c58447c827,Yes
1439c512-874e-42ea-a605-572b9486c163,Yes
23bae5d9-64ee-46b3-b479-ebd24f5f4a98,Yes
f449f8f5-f4d6-40f6-a573-89e9837cd6af,Yes
7b64542e-11d0-464d-a060-1145a9d0ad3a,Yes
b831fc70-38f9-4eb6-b925-043306992edc,Yes
8555cd97-f488-4963-866f-4b2d51ed2723,Yes
489cd5fe-c6c4-46a5-af3c-57bb040756bd,Yes
c0d0d9ca-a727-47d9-ac5b-570f37087310,Yes
dfc1b5f3-29b0-4810-a54e-d8a60175d139,Yes
a0f16e2b-cc17-4526-a990-772e5593cdcd,No
29280252-ccea-49c1-8ee1-aa7a5d970be3,Yes
441dedb2-48f0-4e42-85eb-0dd672b61169,No
c8a0628f-2468-4461-9a7d-57a63d2d2717,Yes
7b56363c-24cc-47f7-ac27-efbc2722f81d,Yes
26e9999e-b08c-4d57-a860-10e4a1f01335,No
267c1505-8db0-4b7b-a46b-315a3236c342,Yes
9a77fd35-2ff1-47f3-9cc4-15bb08eeefee,Yes
ac830c44-746a-4868-adc6-ad99ad208112,Yes
f72a942d-c56e-427a-a200-43f395291fec,Yes
a404036f-c55b-4fed-a533-4f27ee7b0920,Yes
1e690180-162a-429f-a771-57c221a65b84,Yes
329408c2-ae02-4f41-89a7-4b2d436c5990,Yes
4cd87a98-b98f-4470-80a7-56d34ea1d993,Yes
18d71db7-f362-46fa-953e-d8353c7f7232,No
b1fb979f-c629-4ccb-9bcd-c5982fbf6b33,Yes
72ab85c4-04fa-44ed-b4ae-5f570db46aab,Yes
587aeff6-91eb-4f0a-af54-572a0344d99b,Yes
3d1ae696-3a3f-43ab-a4ce-61d337a59d7e,Yes
767b9d33-fbfd-474e-98b7-fc18d49974a8,Yes
6120d8fb-cccc-46e2-bb91-b3c15c7a012a,Yes
9c3b2cf3-bbd2-4d31-b200-4d7517067e0c,Yes
abe99528-6405-4ebb-9b2f-2e76fb08ac53,No
352ce019-0348-4b7a-a08c-b0509f37bd61,Yes
de5fa1c9-f706-4b97-96e0-fc1838c07622,No
0645f405-43c2-4333-ae0f-62bf766ac006,Yes
1a40c42d-b4e0-42f6-a380-b26061748e0e,No
c0238769-ae38-4575-b9ce-ebc1aa26c30a,No
279a8766-5c62-4f9a-954d-6299fcae9702,Yes
335df7a1-36af-425a-886f-379c632b4836,No
2b69602b-dd5c-4eb7-b380-7eaf1e1ce3b0,No
6055c1a3-c72d-4723-9b6c-a0c0f24bb7a7,Yes
f56feb77-1618-4608-8f04-da95bfb2bfce,Yes
de51e193-22de-4764-b9e7-83d699957b13,Yes
10f94a5c-6633-4dbc-9447-7a9594f6ec2d,Yes
59f724d8-d6f5-43dd-99d2-c706cd5ff61d,Yes
2c2f3cd4-b034-4189-b8ef-213a66fa4b52,No
548a49f8-2622-4308-a4b1-3dcbc2385dea,Yes
3d807c34-696f-4342-aac3-bc311a0adfc2,Yes
62cc6f89-b50e-4676-b671-dab1bc39e66d,Yes
ef13bfe6-3f64-4aee-9b3f-b64fd7418d5d,Yes
a6af4a60-7d73-43b4-9be9-3e5cc33b687a,Yes
7759caf8-f8af-49e7-b25f-2c5672996939,Yes
c9e49f68-e87e-43ae-ba0d-55ecca379934,Yes
e68cbad5-4ba3-49e9-9d06-58b464cae721,Yes
97e797fb-d132-4b8c-8dcd-b3c2a20472be,No
3a3eb262-dba1-475f-b524-b9be52ba01e2,Yes
48c6fea6-52c1-46e6-b53c-68fbe9d72d4b,Yes
5696c6fa-df71-4c4f-9ba6-6b584218f738,Yes
e8d55156-ccb9-40f1-8940-2acbf8888b3c,Yes
bfd2be95-46fe-4626-9620-f5e5669af3a5,Yes
06544b4c-b074-4807-ab37-64bd5dd0ae77,No
0e47375c-770b-482c-b6db-fe12eb8af782,Yes
d30b11b6-a665-438c-8ee2-12ea175daeb5,Yes
c0ec4a0a-bd11-4a91-a9cc-cacb00af6890,Yes
78d95e36-d05a-4cef-8939-85959a4541fc,Yes
6bd7f24d-0415-4c52-8fb2-878bb0b715d5,Yes
7ae76290-b709-4305-a834-1b2da1994400,Yes
b79a2e88-0e7d-4f9c-9309-4b5c2a0e837d,Yes
14449e38-aa1b-40a3-92e7-a5e8bee33cdf,Yes
23ef250f-b889-4f94-b4dc-cba47bed15fd,No
55d744cd-36c6-4747-b055-981c9aba3fae,Yes
b1b2f04b-6c03-4345-b9ec-8f5b6ff79845,Yes
f310ef8b-1f1a-4563-9a8a-2a1ddd2071a5,Yes
367975f9-7098-42a2-96e4-1cf4bfa33f6d,No
e3449c8d-41de-4f8d-83d4-8d82eecd5234,Yes
63b90921-c98d-48e4-b0a1-a1c9531c4e6a,Yes
5a003463-0851-41e8-bd85-5327d86125cd,Yes
e8241b44-99dd-4ffa-8dc9-41378bbbfd93,Yes
b760ffb8-4af8-426a-872d-cfce35e0bc38,Yes
b1d2d7da-8eb7-4cef-8651-35929e2bd09e,No
cb932977-03e8-46fd-bd91-34e28dba01bd,No
38c347a7-7070-4837-8679-3a6b6e38d987,Yes
82adba9a-4c8c-42ca-9be8-73d9521349e1,Yes
411395c0-692a-4b68-9139-cd62bcadab3a,Yes
8f210aae-5e9f-4783-b47d-ce0bc6171394,Yes
61e8aba8-4940-4dfb-8869-84c37c35da13,Yes
bb289c59-e569-4da3-b2d7-0d6be6c88265,Yes
8d4d11df-1cb8-4d25-9083-c7baf2b2bcc3,No
1e2ab02b-b251-4c6e-96c5-38b346dfecbd,Yes
3ca3093a-5786-4c90-8891-1bba8f8ba160,Yes
4b7f561b-a4bc-4cdb-8722-1450f1ce7c38,Yes
9c48d9ed-2b25-4701-8f88-1ff73ad25629,Yes
e65f6342-2829-4565-8e90-97c1354ed011,Yes
6174d400-7808-4673-8222-ccb144138d6b,Yes
304dbbc9-3deb-4452-9b85-bcb40db5e1c5,No
002cd3f1-a130-4f4e-8a9b-0c7923ee56ed,Yes
d7137589-65e6-426a-9f91-4fa2497b51c7,Yes
95357073-ff48-47ab-a0ad-62324150033a,No
91fef82a-c833-4d9a-9677-e876ef682844,Yes
75c7a384-1cf2-404d-b164-8a4f74d0c16c,Yes
bf045e75-fc2d-40c8-8b3d-10d5b398cf78,Yes
a8985169-5ef9-421a-8d90-4adfa21bda9e,Yes
b692dc2f-2ce6-482d-be3f-7720da861e52,Yes
bf65ccac-0503-4e2b-838b-5e0ffd211788,No
d9be2af0-a2eb-4ed7-8dd6-94a9658ca709,Yes
9b988da9-4ea5-42c0-b596-e997962ae5a6,Yes
9a06e858-2f15-46e8-a769-5e21a9e49992,No
c466d573-c6d3-4665-a103-62ea4de370da,No
5da2da07-b1ea-4dda-b366-43e7824dde7d,No
0ec8b1da-014f-418f-bd33-cb8159d705d4,Yes
663ddce0-6b5b-4372-8408-bafaf89b3642,Yes
bd28b2c7-8a69-48f1-b083-a15af296b704,Yes
3dba1506-79ad-4986-8e89-8af3ace87096,Yes
e4225312-d261-49bb-b274-7aa4a57a35dc,Yes
ccaa6fc6-bb4e-423c-86ef-478c1be49d09,Yes
38a585d6-9b28-49f0-b279-7c0dd1e73d3a,Yes
75a1a2f5-66dc-45a7-9b2f-2c06e1f4a4db,No
53d150f9-59a8-4ed9-a1ca-b6fceeddcccf,Yes
11a8df48-f6eb-402a-87a8-52887d5d6fc0,Yes
ecafbf5e-2d47-47aa-ab11-dd5002a2f76d,Yes
a223ad9c-9cc2-4e23-80fa-cb3bbba183da,Yes
83357b52-7b02-4cf2-8d9d-888dcc85ac0f,No
6a99eb2f-9e0b-4ddb-9779-a8e902b59cb7,Yes
ae03a4a2-d821-43f1-b4b6-2ea0278d56f3,Yes
89ca8966-8ade-49fd-a036-c528a1f7871c,Yes
0dc73a1c-4c03-4b2f-8344-f3c898900c01,Yes
184a4635-a693-4ccd-af1a-143455c391e1,Yes
d6324f36-a665-4352-ab7a-65ee0c2bd931,Yes
b5a0389d-fb80-4cc2-ab9c-0d16defe902c,Yes
dbc64056-16b8-4f89-9f89-5d6b4890e22d,Yes
d08dae7f-640a-4909-ad84-71b008fa1a19,Yes
8154a6f7-08a7-4198-9b84-3d61a7a95508,No
1a1abfdb-95b6-4981-9f5c-390955e66afe,Yes
93194c84-8aee-4cad-8b19-1c825705e5c3,No
db26964b-9da7-48fd-8d37-634bedb4155f,Yes
38bcdcc3-2ab4-4b1e-91be-41294caf0138,No
132835cc-8943-4601-bbfd-430e306dbd78,Yes
ad97cbc7-115e-4d5a-b590-ca04963bece9,Yes
247b189a-71b7-4959-8e0d-dbc67bb52f6d,Yes
1481deaf-f753-4e49-84e4-b16c57e15031,Yes
2517c14e-2d23-481c-aa05-5504cad1955c,No
1ad53ecb-251d-4b3f-bbb1-22a38e4c398a,No
ad89700a-da40-4c91-9f50-4d68d2bc3582,Yes
08348afe-dfa1-4182-bd3d-b3273fafb045,Yes
df86ebbe-1672-4c99-8895-b0fe742ed00c,No
9c7adc2e-c672-4547-806f-b0e5e3325c38,Yes
9f722328-c69f-4244-8b1d-aedd04dc3080,Yes
0772ed36-7241-4aaa-b06e-a2f385af3826,Yes
3c2e2f67-fdc7-42b9-9562-0bb3c0f37f2f,Yes
f46b51a5-037e-4bed-8460-a4eb2eefc264,Yes
7394a8e4-0fc9-4efc-a379-6b5e7efa0675,Yes
0d8f3152-9c2c-4560-9d56-6e3363deebfc,No
e169c4f1-d5d3-45cd-877a-1e59ca4318a4,Yes
70f25ccb-11ca-458e-8d4c-998264097691,Yes
9209bc9a-8a2b-4308-8d65-05ab453d308a,No
b5067687-5dd2-4b72-9036-3bed2ab549a1,Yes
a1d6793c-b05e-4c0b-815a-6c4de3cb37d5,Yes
b291a485-7c6d-400e-ad80-3e07b20af10e,No
b75dbb31-f27b-4caf-8a66-b275e1134591,No
712b46c0-ea5f-41d3-94fd-f78889ce79c4,Yes
60438a8b-e1ac-46c2-b6e3-d459c0156226,Yes
0d0e9904-1233-4184-bd15-3afe5af09208,Yes
bfa90c78-38f5-42d6-9297-6f15649334e9,No
e12996b0-f859-4d54-9541-b94711319455,Yes
c0093d33-ac00-44c3-9616-286506ce87c0,No
bb96531b-1419-4f45-a64e-9b74f3282836,No
073a8f69-a5c2-4ec5-ab0b-ae281ef25fbf,Yes
d73018e2-5184-43b7-ba01-e82378666dab,Yes
ec3a0585-9da6-4732-bf58-c6e659d8e58e,Yes
819f5260-9ab0-4af8-8fe6-19ea6d3e26ea,Yes
113a94ad-e245-486a-89ba-bebb47f89695,Yes
3c55c68b-f091-435a-98f1-ae6d93a8e939,Yes
bbfbfaab-03d8-4fed-bc81-6fbcfb15fcd1,No
f546164a-0c0a-4153-ab7c-b715c70a2d6d,Yes
127212ca-e3bb-4563-a878-e89052565e05,Yes
4c19e5e4-e137-407a-b698-096746a3a650,Yes
db3e2592-7e10-4200-bfd0-ae05f621fb60,No
6542e210-4d37-4004-b5e6-1f9e3dbc20fa,No
a7beb535-abf9-413b-901c-511699ea3b74,Yes
21116fc0-1864-4dd8-8799-8bf9c4a56abc,Yes
5daeb144-1ecb-4077-9ac7-dbaeb36826bc,Yes
226a1723-f0e4-432a-849e-413138d469e1,Yes
f7e4de19-4f65-4e52-9aab-36afa0b96bdc,Yes
3696bc79-2f24-47e2-9f13-fabd92b7a271,Yes
