id,Q1.1
1d90a647-0871-4be6-87f7-61c862d68494,1. Yes
f35f6598-f230-4d0f-9c53-cb48a278f30a,Step 2 - 1
cde09ec5-626d-474a-abba-529a593b7ade,"Step 2 -  No

Step 3 -  No

Step 4 -  No

Step 5 -  No

Step 6 -  Yes"
6126afec-8625-4b4e-8ba5-d56bc771756b,"Step 2 -  2
Step 3 -  2
Step 4 -  1
Step 5 -  2
Step 6 -  2"
a2947153-6e7e-41c4-9b08-2386870661f3,Step 2 - 1
10ee10e9-f467-4a5a-8d39-c2105ab56ef4,Step 2 - 1
72fad9da-6848-4622-a4da-b10982d7ed0b,"Step 2 - Is this article Straight news, or 'hard news'?
   1. No

Step 3 - Is this article an Editorial/opinion?
   1. No

Step 4 - Is this article a Feature/investigation?
   1. No

Step 5 - Is this article a Satire?
   1. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   1. Yes"
19d1909f-6c14-42e6-917a-2b6d9fecc7ba,Step 2 - 1
874d6550-16ab-4ea0-a139-b9bf606622e9,Step 2 - 1
471a8cca-99c4-41eb-92d8-a077e3a90bee,Step 2 - 1. Yes
445120e1-6bf1-4ddf-9177-2b36cfa7e3f9,Step 2 - 1
60b38870-c6db-46b6-abe3-09635d4eabc7,"Step 2 -  Is this article Straight news, or 'hard news'?
   1. Yes

Step 3 - Is this article an Editorial/opinion?
   2. No

Step 4 - Is this article a Feature/investigation?
   2. No

Step 5 - Is this article a Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
7e5edaea-f2a5-46ce-8052-4a14f75b957f,Step 2 - 1
50f01f08-8681-4e9f-a6b4-174587ffae2e,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 1 (Yes)

Step 5 - 2 (No)

Step 6 - 2 (No)"
9efd33a6-9a84-4d23-8642-4c8d0a2a666c,"Step 2 - 2: No
Step 3 - 1: Yes
Step 4 - 2: No
Step 5 - 2: No
Step 6 - 2: No"
ea76f493-6b73-4938-82ad-1b9ab24be152,"Step 2 - 2: No

Step 3 - 1: Yes

Step 4 - 2: No

Step 5 - 2: No

Step 6 - 2: No"
09b44a84-4eab-491e-b254-73a1b88d1b6f,"Step 2 -  Is this article Straight news, or 'hard news'?
   1. Yes

Step 3 - Is this article an Editorial/opinion?
   2. No

Step 4 - Is this article a Feature/investigation?
   2. No

Step 5 - Is this article a  Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
00c56f5e-e069-43b8-b8e8-1f14e4d188c5,"Step 2 - Is this article Straight news, or 'hard news'?
   1. No

Step 3 - Is this article an Editorial/opinion?
   1. No

Step 4 - Is this article a Feature/investigation?
   1. Yes

Step 5 - Is this article a Satire?
   1. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   1. No"
7eb0acca-badf-4f30-bb1c-85308fa7f85f,Step 2 -  1
34b92f4c-32db-454c-a369-ca2032443f6c,"Step 2 - 2: No

Step 3 - 1: Yes

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
6dfb0d94-1760-4c87-a931-40e58d86ebb6,Step 2 - 1
dca167f5-de01-44dc-a636-e38c6f27f9e5,Step 2 - 1
d4271fe2-7141-4158-88ff-47c78609f774,Step 2 - 1
32a59fa8-9011-4f43-9230-3ec92159029e,Step 2 - 1
a0fd77d4-a1e6-4881-ad83-4a9c7a3bf32c,Step 2 -  1. Yes
e69d9cc0-47ed-49e5-8136-4353468586b3,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
90405269-7a8c-4479-a45e-ee097692f8ac,"Step 2 - 1
Step 3 - 2
Step 4 - 2
Step 5 - 2
Step 6 - 2"
8633735e-f183-4d8e-a1e7-9d49b1a2a7b4,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 2 (No)

Step 5 - 2 (No)

Step 6 - 2 (No)"
a425710b-96e3-4840-87be-75deea62775d,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
b3ac66c1-ae15-47c4-91fa-741432bedb72,"Step 2 - Is this article Straight news, or 'hard news'?
   1. No

Step 3 - Is this article an Editorial/opinion?
   1. Yes

Step 4 - Is this article a Feature/investigation?
   1. Yes

Step 5 - Is this article a Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
e445631e-cae3-4af9-8a4e-49a0141ea731,Step 2 -  1
3a9f1038-4ce3-477a-a115-3afbc143ece6,"Step 2 - Is this article Straight news, or 'hard news'?
   1. Yes

Step 3 - Is this article an Editorial/opinion?
   2. No

Step 4 - Is this article a Feature/investigation?
   2. No

Step 5 - Is this article a Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
0159845e-24c7-45ad-848c-a3fbe7b499d8,Step 2 - 1
52f8853b-4602-416b-80b4-a856f7024724,Step 2 - 1
ba2cea63-3765-4768-9143-6d3587b0ac9e,Step 2 - 1
e7c8986b-52f2-4e06-9900-0e5cf12654da,"Step 2 - 2. No

Step 3 - 1. Yes

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 2. No"
0c834cb0-392a-4a5e-948f-237a2c8bef31,Step 2 - 1
efe3c13b-bb99-4cef-9ea2-0bf394b7549c,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 2 (No)

Step 5 - 2 (No)

Step 6 - 2 (No)"
b0e8474a-3d81-4e6e-b9a7-8dcf5e2bccd9,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 2 (No)

Step 5 - 2 (No)

Step 6 - 2 (No)"
ecb2d74c-46dc-48fe-948e-a2090a2ffd2e,Step 2 - 1
44ac5edd-4db4-45e6-ba35-5300bf509f5a,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
1249508d-5fb2-47c1-b931-d9f70070aebb,Step 2 - 1
45fbdee5-8792-4b2d-b2f3-52d3a8f0a154,Step 2 - 1. Yes
297afd6a-8027-441f-ad81-28b6a734d245,Step 2 -  1
6449bb25-2d0e-41d2-8640-500fa13c6aa5,Step 2 - 1
67498fda-cf09-4459-a681-efe8f5bf001a,Step 2 - 1
6ede1205-d74f-4bb1-8c37-15fc5b4738ac,"Step 2 - 2. No

Step 3 - 1. Yes

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 2. No"
87671194-edf8-411a-9d28-3c49c4e1471c,Step 2 - 2. No
f33aa36c-466d-4d2f-991c-f88591963de8,Step 2 - 1
36b6adb6-b2b3-451b-bb03-4721baa3b1ed,"Step 2 -  Is this article Straight news, or 'hard news'?
   1. Yes

Step 3 - Is this article an Editorial/opinion?
   2. No

Step 4 - Is this article a Feature/investigation?
   1. Yes

Step 5 - Is this article a  Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
50949429-a643-421e-a7ae-edb78fe8f0ab,Step 2 - 1
52c04991-644d-4bdb-bfda-b640cfeeb13d,Step 2 - 1
22df3f4a-7eb7-4fae-b0d6-ef6ca4fe408f,Step 2 - 1
d5ec72f4-655d-47ab-93a9-3261a9d8d0d9,Step 2 - 1
dd147345-bddf-4d36-81fc-d275192dbbac,Step 2 - 1
f9c97907-d32c-4d29-88b4-757395ae3f98,"Step 2 - 1: Yes

Step 3 - 2: No

Step 4 - 2: No

Step 5 - 2: No

Step 6 - 2: No"
1fcb4749-889c-4e72-bc82-9fac7cb6dd3d,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
8cd89f6a-aa0d-4df3-a7c6-15f3d2b5b1d4,"Step 2 -  Is this article Straight news, or 'hard news'?
   1. Yes

Step 3 - Is this article an Editorial/opinion?
   2. No

Step 4 - Is this article a Feature/investigation?
   2. No

Step 5 - Is this article a  Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
8cc31f5a-dbb3-4107-8c4c-06cb7f284947,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 2: No

Step 5 - 2: No

Step 6 - 1: Yes"
84c4cff4-f259-4ff3-9cd3-2e836bc405a8,Step 2 - 1
cda9be7d-6d49-4681-9dbb-1aee0c254015,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 1 (Yes)

Step 5 - 2 (No)

Step 6 - 2 (No)"
483d91cb-3d52-4da9-8478-a863b0abf60d,"Step 2 -  Is this article Straight news, or 'hard news'?
   1. Yes

Step 3 - Is this article an Editorial/opinion?
   2. No

Step 4 - Is this article a Feature/investigation?
   2. No

Step 5 - Is this article a  Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
1d30b367-5483-402c-a747-f914b1a28034,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
d845efed-a52e-4a06-9a0d-c0530f7688f8,"Step 2 - 1
Step 3 - 2
Step 4 - 1
Step 5 - 2
Step 6 - 2"
1a67cbd3-4924-485c-86db-ac1127de77fb,Step 2 - 1
1fc95a44-0105-4aab-8a28-8e49ec610406,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
b59b7f92-329c-4002-a7bf-c2ebce4bde2f,"Step 2 - 2. No

Step 3 - 2. No

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 1. Yes"
f9251202-ca0d-498e-a03b-4450350f5508,"Step 2 - No

Step 3 - Yes

Step 4 - No

Step 5 - No

Step 6 - No"
97ed6bb2-3bb0-4727-91f8-6f09a536a655,Step 2 - 1: Yes
76f82d9f-6993-4e67-9835-68cb6b0bb43d,Step 2 - 1
4646b387-3a42-460a-bc7d-6ec7aaff8874,"Step 2 - 2
Step 3 - 2
Step 4 - 1
Step 5 - 2
Step 6 - 2"
d5e9a6f5-499a-4648-b663-37fa8b1573d8,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 2 (No)

Step 5 - 2 (No)

Step 6 - 2 (No)"
5f0efae3-1429-435e-a92f-756222416e78,Step 2 - 1
67e8c429-9199-4a54-961d-0cbe62f62e1d,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 2 (No)

Step 5 - 2 (No)

Step 6 - 1 (Yes)"
3d619611-2488-4a31-b48d-11fa954b64b9,"Step 2 - Is this article Straight news, or 'hard news'?
   1. Yes"
fcc4a05d-d33b-4bdd-8af7-4077cfb2640a,"Step 2 - 2. No

Step 3 - 2. No

Step 4 - 1. Yes

Step 5 - 2. No

Step 6 - 2. No"
b5f979d9-1e97-447a-9190-cb195f98083f,"Step 2 -  Is this article Straight news, or 'hard news'?
   1. Yes"
481b4c62-4531-438b-845c-8844d0fd48c3,Step 2 - 1
d9858ad4-8aca-4de0-9a6a-449938e3eaf3,Step 2 - 1
ad170310-dae8-4616-90fa-8817e32bb699,Step 2 - 1
0f9cabe5-0f68-4f60-a7e6-13a5ebee963f,Step 2 - 1
5822cef8-98a9-426b-9286-c63f9bdbd890,"Step 2: No

Step 3: Yes

Step 4: No

Step 5: No

Step 6: No"
748e746f-5f40-45c4-bc63-3780ee886f3c,Step 2 - 1
7b28b220-eaba-4254-be4e-409400dc77bd,Step 2 - 1
63bc8574-66ef-4d3f-8272-c798fc17256d,Step 2 - 1
a8739979-876f-4f17-be81-ed5757b7d9e1,Step 2 -  1
966f95b9-fc3d-4950-bbc4-0ce1e07c6873,Step 2 - 1
4ae8eb5e-637e-46d8-b468-ffee29e7ac77,Step 2 - 1
564d249d-d88b-48d4-a3a6-1e31c8ad3f57,Step 2 - 1: Yes
be7c2ae8-498c-4a86-a04a-a9149f60b175,"Step 2 -  2. No

Step 3 -  2. No

Step 4 -  2. No

Step 5 -  2. No

Step 6 -  1. Yes"
1d134854-568a-4590-86b1-64912b3c3e4d,Step 2 - 1
5717ce3e-69a2-4e5a-8e70-2f8230c217ad,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
89ab0d13-b200-474f-922f-e78cd70f7e40,"Step 2 - 2. No

Step 3 - 1. Yes

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 2. No"
6592aba7-42da-4b43-8249-99f57758c02e,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 1 (Yes)

Step 5 - 2 (No)

Step 6 - 2 (No)"
0117714b-a979-4ea2-9296-642b67e12eee,"Step 2 - 2. No

Step 3 - 2. No

Step 4 - 1. Yes

Step 5 - 2. No

Step 6 - 2. No"
3b09cd47-b33c-4b83-a07a-c296a878412f,"Step 2 - 2: No

Step 3 - 2: No

Step 4 - 1: Yes

Step 5 - 2: No

Step 6 - 2: No"
384307de-ed33-426f-8131-76cc518ac9a8,Step 2 - 1
159be2e0-51ad-4cc7-a80c-39c6dac7de9f,Step 2 - 1
a064a8f1-e044-4cda-af58-e0570f26f157,Step 2 - 1
d749e5ba-7228-4b94-8577-0a8da240ba73,"Step 2 - 2. No

Step 3 - 1. Yes

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 2. No"
f0fe9b95-3229-4107-927c-d616ceeb19e7,Step 2 - 1
eab45a62-1d47-4216-a51d-e45ccbcc3810,"Step 2 - 2. No

Step 3 - 2. No

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 1. Yes"
9cd1a200-3d46-4bc2-bfa6-2462f4042803,"Step 2 - 1 (Yes)

Step 3 - 2 (No)

Step 4 - 1 (Yes)

Step 5 - 2 (No)

Step 6 - 2 (No)"
f67f29e7-c812-478e-8e2a-f481d78029ee,Step 2 - 1
54904eb1-e7d0-4182-a166-bcaafe2068c2,"Step 2 - 2. No

Step 3 - 2. No

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 1. Yes"
ab6bf492-cf58-45d2-bdcc-00a9314cec73,"Step 1: The user has provided a JSON with the title ""Variante Delta Bologna: anticipo richiamo AstraZeneca per gli over 60"" and text detailing the acceleration of the second dose of the AstraZeneca vaccine for individuals over 60 in Bologna due to the spread of the Delta variant.

Step 2: Yes, this article reports essential information in a concise and impartial manner, based on facts, with no personal opinion of the author. It is straight or 'hard news'.

Step 3: No, this article does not communicate the author’s personal point of view about current events and topics. It does not aim to develop an argument about an issue or sway readers’ opinions.

Step 4: No, while the article provides detailed information about the vaccination process and the reasons behind the acceleration, it does not contain in-depth coverage, rich storytelling, or investigative elements typical of feature or investigative journalism.

Step 5: No, this article is not satire. It provides factual information about the vaccination process and the Delta variant's impact in Bologna.

Step 6: No, this article is not lifestyle content, an obituary, a 'listicle', or 'soft news' or gossip. It is focused on providing important health-related updates to the public."
0c2a7047-28f8-4839-b02c-73c58447c827,Step 2 - 1
1439c512-874e-42ea-a605-572b9486c163,"Step 2 - 1
Step 3 - 2
Step 4 - 2
Step 5 - 2
Step 6 - 2"
23bae5d9-64ee-46b3-b479-ebd24f5f4a98,Step 2 - 1
f449f8f5-f4d6-40f6-a573-89e9837cd6af,"Step 2 - 1
Step 3 - 2
Step 4 - 2
Step 5 - 2
Step 6 - 2"
7b64542e-11d0-464d-a060-1145a9d0ad3a,Step 2 - 1
b831fc70-38f9-4eb6-b925-043306992edc,"Step 2 - 1. No

Step 3 - 1. Yes

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 2. No"
8555cd97-f488-4963-866f-4b2d51ed2723,Step 2 - 1
489cd5fe-c6c4-46a5-af3c-57bb040756bd,Step 2 - 1
c0d0d9ca-a727-47d9-ac5b-570f37087310,"Step 2 - 2. No

Step 3 - 2. No

Step 4 - 1. Yes

Step 5 - 2. No

Step 6 - 2. No"
dfc1b5f3-29b0-4810-a54e-d8a60175d139,"Step 2 - 2. No

Step 3 - 1. Yes

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 2. No"
a0f16e2b-cc17-4526-a990-772e5593cdcd,Step 2 - 1. Yes
29280252-ccea-49c1-8ee1-aa7a5d970be3,Step 2 - 1
441dedb2-48f0-4e42-85eb-0dd672b61169,"Step 2 - 1
Step 3 - 2
Step 4 - 2
Step 5 - 2
Step 6 - 1"
c8a0628f-2468-4461-9a7d-57a63d2d2717,"Step 2 - Is this article Straight news, or 'hard news'?
   1. Yes

Step 3 - Is this article an Editorial/opinion?
   2. No

Step 4 - Is this article a Feature/investigation?
   1. Yes

Step 5 - Is this article a Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
7b56363c-24cc-47f7-ac27-efbc2722f81d,"Step 2 - 2. No

Step 3 - 2. No

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 1. Yes"
26e9999e-b08c-4d57-a860-10e4a1f01335,Step 2 - 1
267c1505-8db0-4b7b-a46b-315a3236c342,Step 2 - 1: Yes
9a77fd35-2ff1-47f3-9cc4-15bb08eeefee,Step 2 - 1
ac830c44-746a-4868-adc6-ad99ad208112,"Step 2 - Is this article Straight news, or 'hard news'?
   1. No

Step 3 - Is this article an Editorial/opinion?
   1. No

Step 4 - Is this article a Feature/investigation?
   1. Yes

Step 5 - Is this article a Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
f72a942d-c56e-427a-a200-43f395291fec,Step 2 - 1
a404036f-c55b-4fed-a533-4f27ee7b0920,Step 2 - 1
1e690180-162a-429f-a771-57c221a65b84,Step 2 - 1
329408c2-ae02-4f41-89a7-4b2d436c5990,"Step 2 - 2. No

Step 3 - 1. Yes

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 2. No"
4cd87a98-b98f-4470-80a7-56d34ea1d993,"1. No
2. No
3. No
4. No
5. No
6. Yes"
18d71db7-f362-46fa-953e-d8353c7f7232,"Step 2 - 1: Yes
Step 3 - 2: No
Step 4 - 2: No
Step 5 - 2: No
Step 6 - 2: No"
b1fb979f-c629-4ccb-9bcd-c5982fbf6b33,Step 2 - 1
72ab85c4-04fa-44ed-b4ae-5f570db46aab,Step 2 - 1
587aeff6-91eb-4f0a-af54-572a0344d99b,"Step 2 - Is this article Straight news, or 'hard news'?
   2. No

Step 3 - Is this article an Editorial/opinion?
   1. Yes

Step 4 - Is this article a Feature/investigation?
   2. No

Step 5 - Is this article a Satire?
   2. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   2. No"
3d1ae696-3a3f-43ab-a4ce-61d337a59d7e,Step 2 - 1
767b9d33-fbfd-474e-98b7-fc18d49974a8,"Step 2 - Is this article Straight news, or 'hard news'?
   1. No

Step 3 - Is this article an Editorial/opinion?
   1. No

Step 4 - Is this article a Feature/investigation?
   1. Yes

Step 5 - Is this article a Satire?
   1. No

Step 6 - Is this article Lifestyle content, obituary, 'listicle', or other 'soft news' or gossip?
   1. Yes"
6120d8fb-cccc-46e2-bb91-b3c15c7a012a,"Step 2 - 2. No

Step 3 - 1. Yes

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 2. No"
9c3b2cf3-bbd2-4d31-b200-4d7517067e0c,Step 2 - 1
abe99528-6405-4ebb-9b2f-2e76fb08ac53,Step 2 - 1
352ce019-0348-4b7a-a08c-b0509f37bd61,Step 2 - 1
de5fa1c9-f706-4b97-96e0-fc1838c07622,"Step 2 - 2. No

Step 3 - 2. No

Step 4 - 2. No

Step 5 - 2. No

Step 6 - 1. Yes"
0645f405-43c2-4333-ae0f-62bf766ac006,Step 2 - 1
