id,Q1.3.1
d5ec72f4-655d-47ab-93a9-3261a9d8d0d9,-1. No quotation present
dd147345-bddf-4d36-81fc-d275192dbbac,-1. No quotation present
f9c97907-d32c-4d29-88b4-757395ae3f98,-1. No quotation present
1fcb4749-889c-4e72-bc82-9fac7cb6dd3d,-1. No quotation present
8cd89f6a-aa0d-4df3-a7c6-15f3d2b5b1d4,-1. No quotation present
8cc31f5a-dbb3-4107-8c4c-06cb7f284947,-1. No quotation present
84c4cff4-f259-4ff3-9cd3-2e836bc405a8,-1. No quotation present
cda9be7d-6d49-4681-9dbb-1aee0c254015,-1. No quotation present
483d91cb-3d52-4da9-8478-a863b0abf60d,-1. No quotation present
1d30b367-5483-402c-a747-f914b1a28034,-1. No quotation present
d845efed-a52e-4a06-9a0d-c0530f7688f8,-1. No quotation present
1a67cbd3-4924-485c-86db-ac1127de77fb,-1. No quotation present
1fc95a44-0105-4aab-8a28-8e49ec610406,2
b59b7f92-329c-4002-a7bf-c2ebce4bde2f,-1. No quotation present
f9251202-ca0d-498e-a03b-4450350f5508,-1. No quotation present
97ed6bb2-3bb0-4727-91f8-6f09a536a655,-1. No quotation present
76f82d9f-6993-4e67-9835-68cb6b0bb43d,-1. No quotation present
4646b387-3a42-460a-bc7d-6ec7aaff8874,-1. No quotation present
d5e9a6f5-499a-4648-b663-37fa8b1573d8,-1. No quotation present
5f0efae3-1429-435e-a92f-756222416e78,2. Yes
67e8c429-9199-4a54-961d-0cbe62f62e1d,-1. No quotation present
3d619611-2488-4a31-b48d-11fa954b64b9,-1. No quotation present
fcc4a05d-d33b-4bdd-8af7-4077cfb2640a,-1. No quotation present
b5f979d9-1e97-447a-9190-cb195f98083f,-1. No quotation present
481b4c62-4531-438b-845c-8844d0fd48c3,-1. No quotation present
d9858ad4-8aca-4de0-9a6a-449938e3eaf3,-1. No quotation present
ad170310-dae8-4616-90fa-8817e32bb699,2. Yes
0f9cabe5-0f68-4f60-a7e6-13a5ebee963f,-1
5822cef8-98a9-426b-9286-c63f9bdbd890,-1. No quotation present
748e746f-5f40-45c4-bc63-3780ee886f3c,-1. No quotation present
7b28b220-eaba-4254-be4e-409400dc77bd,-1. No quotation present
63bc8574-66ef-4d3f-8272-c798fc17256d,-1. No quotation present
a8739979-876f-4f17-be81-ed5757b7d9e1,-1. No quotation present
966f95b9-fc3d-4950-bbc4-0ce1e07c6873,2
4ae8eb5e-637e-46d8-b468-ffee29e7ac77,2
564d249d-d88b-48d4-a3a6-1e31c8ad3f57,-1. No quotation present
be7c2ae8-498c-4a86-a04a-a9149f60b175,2
1d134854-568a-4590-86b1-64912b3c3e4d,-1. No quotation present
5717ce3e-69a2-4e5a-8e70-2f8230c217ad,2
89ab0d13-b200-474f-922f-e78cd70f7e40,2
6592aba7-42da-4b43-8249-99f57758c02e,-1. No quotation present
0117714b-a979-4ea2-9296-642b67e12eee,2. Yes
3b09cd47-b33c-4b83-a07a-c296a878412f,2. Yes
384307de-ed33-426f-8131-76cc518ac9a8,2
159be2e0-51ad-4cc7-a80c-39c6dac7de9f,-1. No quotation present
a064a8f1-e044-4cda-af58-e0570f26f157,2
d749e5ba-7228-4b94-8577-0a8da240ba73,-1. No quotation present
f0fe9b95-3229-4107-927c-d616ceeb19e7,-1. No quotation present
eab45a62-1d47-4216-a51d-e45ccbcc3810,-1. No quotation present
9cd1a200-3d46-4bc2-bfa6-2462f4042803,-1. No quotation present
f67f29e7-c812-478e-8e2a-f481d78029ee,-1. No quotation present
54904eb1-e7d0-4182-a166-bcaafe2068c2,-1. No quotation present
ab6bf492-cf58-45d2-bdcc-00a9314cec73,-1. No quotation present
0c2a7047-28f8-4839-b02c-73c58447c827,-1. No quotation present
1439c512-874e-42ea-a605-572b9486c163,-1. No quotation present
23bae5d9-64ee-46b3-b479-ebd24f5f4a98,-1
f449f8f5-f4d6-40f6-a573-89e9837cd6af,-1. No quotation present
7b64542e-11d0-464d-a060-1145a9d0ad3a,-1. No quotation present
b831fc70-38f9-4eb6-b925-043306992edc,-1. No quotation present
8555cd97-f488-4963-866f-4b2d51ed2723,-1
489cd5fe-c6c4-46a5-af3c-57bb040756bd,-1. No quotation present
c0d0d9ca-a727-47d9-ac5b-570f37087310,-1. No quotation present
dfc1b5f3-29b0-4810-a54e-d8a60175d139,-1. No quotation present
a0f16e2b-cc17-4526-a990-772e5593cdcd,-1. No quotation present
29280252-ccea-49c1-8ee1-aa7a5d970be3,2
441dedb2-48f0-4e42-85eb-0dd672b61169,-1. No quotation present
c8a0628f-2468-4461-9a7d-57a63d2d2717,2
7b56363c-24cc-47f7-ac27-efbc2722f81d,-1. No quotation present
26e9999e-b08c-4d57-a860-10e4a1f01335,-1
267c1505-8db0-4b7b-a46b-315a3236c342,2
9a77fd35-2ff1-47f3-9cc4-15bb08eeefee,-1. No quotation present
ac830c44-746a-4868-adc6-ad99ad208112,-1
f72a942d-c56e-427a-a200-43f395291fec,2
a404036f-c55b-4fed-a533-4f27ee7b0920,-1. No quotation present
1e690180-162a-429f-a771-57c221a65b84,-1. No quotation present
329408c2-ae02-4f41-89a7-4b2d436c5990,-1. No quotation present
4cd87a98-b98f-4470-80a7-56d34ea1d993,-1. No quotation present
18d71db7-f362-46fa-953e-d8353c7f7232,-1. No quotation present
b1fb979f-c629-4ccb-9bcd-c5982fbf6b33,-1. No quotation present
72ab85c4-04fa-44ed-b4ae-5f570db46aab,2
587aeff6-91eb-4f0a-af54-572a0344d99b,-1. No quotation present
3d1ae696-3a3f-43ab-a4ce-61d337a59d7e,-1. No quotation present
767b9d33-fbfd-474e-98b7-fc18d49974a8,-1. No quotation present
6120d8fb-cccc-46e2-bb91-b3c15c7a012a,-1. No quotation present
9c3b2cf3-bbd2-4d31-b200-4d7517067e0c,-1. No quotation present
abe99528-6405-4ebb-9b2f-2e76fb08ac53,-1. No quotation present
352ce019-0348-4b7a-a08c-b0509f37bd61,-1. No quotation present
de5fa1c9-f706-4b97-96e0-fc1838c07622,-1. No quotation present
0645f405-43c2-4333-ae0f-62bf766ac006,2. Yes
1a40c42d-b4e0-42f6-a380-b26061748e0e,2
c0238769-ae38-4575-b9ce-ebc1aa26c30a,2. Yes
279a8766-5c62-4f9a-954d-6299fcae9702,-1. No quotation present
335df7a1-36af-425a-886f-379c632b4836,-1. No quotation present
2b69602b-dd5c-4eb7-b380-7eaf1e1ce3b0,-1. No quotation present
6055c1a3-c72d-4723-9b6c-a0c0f24bb7a7,-1. No quotation present
f56feb77-1618-4608-8f04-da95bfb2bfce,-1. No quotation present
de51e193-22de-4764-b9e7-83d699957b13,2
10f94a5c-6633-4dbc-9447-7a9594f6ec2d,-1. No quotation present
59f724d8-d6f5-43dd-99d2-c706cd5ff61d,-1. No quotation present
2c2f3cd4-b034-4189-b8ef-213a66fa4b52,-1. No quotation present
548a49f8-2622-4308-a4b1-3dcbc2385dea,-1. No quotation present
3d807c34-696f-4342-aac3-bc311a0adfc2,-1. No quotation present
62cc6f89-b50e-4676-b671-dab1bc39e66d,-1. No quotation present
ef13bfe6-3f64-4aee-9b3f-b64fd7418d5d,-1. No quotation present
a6af4a60-7d73-43b4-9be9-3e5cc33b687a,2
7759caf8-f8af-49e7-b25f-2c5672996939,-1. No quotation present
c9e49f68-e87e-43ae-ba0d-55ecca379934,-1. No quotation present
e68cbad5-4ba3-49e9-9d06-58b464cae721,-1. No quotation present
97e797fb-d132-4b8c-8dcd-b3c2a20472be,-1. No quotation present
3a3eb262-dba1-475f-b524-b9be52ba01e2,-1. No quotation present
48c6fea6-52c1-46e6-b53c-68fbe9d72d4b,-1
5696c6fa-df71-4c4f-9ba6-6b584218f738,2
e8d55156-ccb9-40f1-8940-2acbf8888b3c,2
bfd2be95-46fe-4626-9620-f5e5669af3a5,-1. No quotation present
06544b4c-b074-4807-ab37-64bd5dd0ae77,-1. No quotation present
0e47375c-770b-482c-b6db-fe12eb8af782,-1. No quotation present
d30b11b6-a665-438c-8ee2-12ea175daeb5,-1. No quotation present
c0ec4a0a-bd11-4a91-a9cc-cacb00af6890,2
78d95e36-d05a-4cef-8939-85959a4541fc,-1. No quotation present
6bd7f24d-0415-4c52-8fb2-878bb0b715d5,-1. No quotation present
7ae76290-b709-4305-a834-1b2da1994400,-1
b79a2e88-0e7d-4f9c-9309-4b5c2a0e837d,-1. No quotation present
14449e38-aa1b-40a3-92e7-a5e8bee33cdf,2
23ef250f-b889-4f94-b4dc-cba47bed15fd,2
55d744cd-36c6-4747-b055-981c9aba3fae,-1. No quotation present
b1b2f04b-6c03-4345-b9ec-8f5b6ff79845,-1. No quotation present
f310ef8b-1f1a-4563-9a8a-2a1ddd2071a5,-1
367975f9-7098-42a2-96e4-1cf4bfa33f6d,-1. No quotation present
e3449c8d-41de-4f8d-83d4-8d82eecd5234,-1. No quotation present
63b90921-c98d-48e4-b0a1-a1c9531c4e6a,-1. No quotation present
5a003463-0851-41e8-bd85-5327d86125cd,2
e8241b44-99dd-4ffa-8dc9-41378bbbfd93,-1
b760ffb8-4af8-426a-872d-cfce35e0bc38,-1. No quotation present
b1d2d7da-8eb7-4cef-8651-35929e2bd09e,-1. No quotation present
cb932977-03e8-46fd-bd91-34e28dba01bd,-1. No quotation present
38c347a7-7070-4837-8679-3a6b6e38d987,-1. No quotation present
82adba9a-4c8c-42ca-9be8-73d9521349e1,-1. No quotation present
411395c0-692a-4b68-9139-cd62bcadab3a,-1. No quotation present
8f210aae-5e9f-4783-b47d-ce0bc6171394,2
61e8aba8-4940-4dfb-8869-84c37c35da13,2
bb289c59-e569-4da3-b2d7-0d6be6c88265,-1. No quotation present
8d4d11df-1cb8-4d25-9083-c7baf2b2bcc3,2
1e2ab02b-b251-4c6e-96c5-38b346dfecbd,-1. No quotation present
3ca3093a-5786-4c90-8891-1bba8f8ba160,-1. No quotation present
4b7f561b-a4bc-4cdb-8722-1450f1ce7c38,-1. No quotation present
9c48d9ed-2b25-4701-8f88-1ff73ad25629,-1. No quotation present
e65f6342-2829-4565-8e90-97c1354ed011,-1
6174d400-7808-4673-8222-ccb144138d6b,-1. No quotation present
304dbbc9-3deb-4452-9b85-bcb40db5e1c5,-1. No quotation present
002cd3f1-a130-4f4e-8a9b-0c7923ee56ed,-1. No quotation present
d7137589-65e6-426a-9f91-4fa2497b51c7,-1. No quotation present
95357073-ff48-47ab-a0ad-62324150033a,2
91fef82a-c833-4d9a-9677-e876ef682844,-1. No quotation present
75c7a384-1cf2-404d-b164-8a4f74d0c16c,-1. No quotation present
bf045e75-fc2d-40c8-8b3d-10d5b398cf78,-1. No quotation present
a8985169-5ef9-421a-8d90-4adfa21bda9e,2
b692dc2f-2ce6-482d-be3f-7720da861e52,-1. No quotation present
bf65ccac-0503-4e2b-838b-5e0ffd211788,-1. No quotation present
d9be2af0-a2eb-4ed7-8dd6-94a9658ca709,-1
9b988da9-4ea5-42c0-b596-e997962ae5a6,2
9a06e858-2f15-46e8-a769-5e21a9e49992,-1. No quotation present
c466d573-c6d3-4665-a103-62ea4de370da,-1. No quotation present
5da2da07-b1ea-4dda-b366-43e7824dde7d,-1. No quotation present
0ec8b1da-014f-418f-bd33-cb8159d705d4,-1. No quotation present
663ddce0-6b5b-4372-8408-bafaf89b3642,-1. No quotation present
bd28b2c7-8a69-48f1-b083-a15af296b704,-1. No quotation present
3dba1506-79ad-4986-8e89-8af3ace87096,-1. No quotation present
e4225312-d261-49bb-b274-7aa4a57a35dc,-1. No quotation present
ccaa6fc6-bb4e-423c-86ef-478c1be49d09,2
38a585d6-9b28-49f0-b279-7c0dd1e73d3a,-1. No quotation present
75a1a2f5-66dc-45a7-9b2f-2c06e1f4a4db,-1. No quotation present
53d150f9-59a8-4ed9-a1ca-b6fceeddcccf,-1. No quotation present
11a8df48-f6eb-402a-87a8-52887d5d6fc0,-1
ecafbf5e-2d47-47aa-ab11-dd5002a2f76d,-1. No quotation present
a223ad9c-9cc2-4e23-80fa-cb3bbba183da,-1. No quotation present
83357b52-7b02-4cf2-8d9d-888dcc85ac0f,-1. No quotation present
6a99eb2f-9e0b-4ddb-9779-a8e902b59cb7,-1. No quotation present
ae03a4a2-d821-43f1-b4b6-2ea0278d56f3,-1
89ca8966-8ade-49fd-a036-c528a1f7871c,-1. No quotation present
0dc73a1c-4c03-4b2f-8344-f3c898900c01,-1
184a4635-a693-4ccd-af1a-143455c391e1,-1. No quotation present
d6324f36-a665-4352-ab7a-65ee0c2bd931,-1. No quotation present
b5a0389d-fb80-4cc2-ab9c-0d16defe902c,-1. No quotation present
dbc64056-16b8-4f89-9f89-5d6b4890e22d,-1. No quotation present
d08dae7f-640a-4909-ad84-71b008fa1a19,-1. No quotation present
8154a6f7-08a7-4198-9b84-3d61a7a95508,-1. No quotation present
1a1abfdb-95b6-4981-9f5c-390955e66afe,-1
93194c84-8aee-4cad-8b19-1c825705e5c3,-1
db26964b-9da7-48fd-8d37-634bedb4155f,-1
38bcdcc3-2ab4-4b1e-91be-41294caf0138,-1. No quotation present
132835cc-8943-4601-bbfd-430e306dbd78,2
ad97cbc7-115e-4d5a-b590-ca04963bece9,-1
247b189a-71b7-4959-8e0d-dbc67bb52f6d,-1
1481deaf-f753-4e49-84e4-b16c57e15031,-1. No quotation present
2517c14e-2d23-481c-aa05-5504cad1955c,2
1ad53ecb-251d-4b3f-bbb1-22a38e4c398a,2
ad89700a-da40-4c91-9f50-4d68d2bc3582,-1
08348afe-dfa1-4182-bd3d-b3273fafb045,-1. No quotation present
df86ebbe-1672-4c99-8895-b0fe742ed00c,-1. No quotation present
9c7adc2e-c672-4547-806f-b0e5e3325c38,2
9f722328-c69f-4244-8b1d-aedd04dc3080,-1. No quotation present
0772ed36-7241-4aaa-b06e-a2f385af3826,-1. No quotation present
3c2e2f67-fdc7-42b9-9562-0bb3c0f37f2f,-1. No quotation present
f46b51a5-037e-4bed-8460-a4eb2eefc264,2
7394a8e4-0fc9-4efc-a379-6b5e7efa0675,-1. No quotation present
0d8f3152-9c2c-4560-9d56-6e3363deebfc,-1. No quotation present
e169c4f1-d5d3-45cd-877a-1e59ca4318a4,2
70f25ccb-11ca-458e-8d4c-998264097691,2. Yes
9209bc9a-8a2b-4308-8d65-05ab453d308a,-1. No quotation present
b5067687-5dd2-4b72-9036-3bed2ab549a1,-1. No quotation present
a1d6793c-b05e-4c0b-815a-6c4de3cb37d5,-1. No quotation present
b291a485-7c6d-400e-ad80-3e07b20af10e,-1. No quotation present
b75dbb31-f27b-4caf-8a66-b275e1134591,-1. No quotation present
712b46c0-ea5f-41d3-94fd-f78889ce79c4,-1
60438a8b-e1ac-46c2-b6e3-d459c0156226,2. Yes
0d0e9904-1233-4184-bd15-3afe5af09208,2. Yes
bfa90c78-38f5-42d6-9297-6f15649334e9,-1. No quotation present
e12996b0-f859-4d54-9541-b94711319455,-1. No quotation present
c0093d33-ac00-44c3-9616-286506ce87c0,-1. No quotation present
bb96531b-1419-4f45-a64e-9b74f3282836,-1. No quotation present
073a8f69-a5c2-4ec5-ab0b-ae281ef25fbf,-1
d73018e2-5184-43b7-ba01-e82378666dab,2
ec3a0585-9da6-4732-bf58-c6e659d8e58e,-1
819f5260-9ab0-4af8-8fe6-19ea6d3e26ea,2
113a94ad-e245-486a-89ba-bebb47f89695,2
3c55c68b-f091-435a-98f1-ae6d93a8e939,-1. No quotation present
bbfbfaab-03d8-4fed-bc81-6fbcfb15fcd1,-1
f546164a-0c0a-4153-ab7c-b715c70a2d6d,-1. No quotation present
127212ca-e3bb-4563-a878-e89052565e05,-1. No quotation present
4c19e5e4-e137-407a-b698-096746a3a650,-1. No quotation present
db3e2592-7e10-4200-bfd0-ae05f621fb60,2
6542e210-4d37-4004-b5e6-1f9e3dbc20fa,-1. No quotation present
a7beb535-abf9-413b-901c-511699ea3b74,2
21116fc0-1864-4dd8-8799-8bf9c4a56abc,-1
5daeb144-1ecb-4077-9ac7-dbaeb36826bc,-1. No quotation present
226a1723-f0e4-432a-849e-413138d469e1,-1
f7e4de19-4f65-4e52-9aab-36afa0b96bdc,-1. No quotation present
3696bc79-2f24-47e2-9f13-fabd92b7a271,2
